ArrayTaskID  nom_var  annee
167  convective_available_potential_energy  1996
168  convective_available_potential_energy  1997
169  convective_available_potential_energy  1998
170  convective_available_potential_energy  1999
171  convective_available_potential_energy  2000
172  convective_available_potential_energy  2001
173  convective_available_potential_energy  2002
174  convective_available_potential_energy  2003
175  convective_available_potential_energy  2004
176  convective_available_potential_energy  2005
177  convective_available_potential_energy  2006
178  convective_available_potential_energy  2007
179  convective_available_potential_energy  2008
180  convective_available_potential_energy  2009
181  convective_available_potential_energy  2010
182  convective_available_potential_energy  2011
183  convective_available_potential_energy  2012
184  convective_available_potential_energy  2013
185  convective_available_potential_energy  2014
186  convective_available_potential_energy  2015
187  convective_available_potential_energy  2016
188  convective_available_potential_energy  2017
189  convective_available_potential_energy  2018
190  convective_available_potential_energy  2019
191  convective_available_potential_energy  2020
192  convective_available_potential_energy  2021
193  convective_inhibition  1990
194  convective_inhibition  1991
195  convective_inhibition  1992
196  convective_inhibition  1993
197  convective_inhibition  1994
198  convective_inhibition  1995
199  convective_inhibition  1996
200  convective_inhibition  1997
201  convective_inhibition  1998
202  convective_inhibition  1999
203  convective_inhibition  2000
204  convective_inhibition  2001
205  convective_inhibition  2002
206  convective_inhibition  2003
207  convective_inhibition  2004
208  convective_inhibition  2005
209  convective_inhibition  2006
210  convective_inhibition  2007
211  convective_inhibition  2008
212  convective_inhibition  2009
213  convective_inhibition  2010
214  convective_inhibition  2011
215  convective_inhibition  2012
216  convective_inhibition  2013
217  convective_inhibition  2014
218  convective_inhibition  2015
219  convective_inhibition  2016
220  convective_inhibition  2017
221  convective_inhibition  2018
222  convective_inhibition  2019
223  convective_inhibition  2020
224  convective_inhibition  2021
225  convective_precipitation  1990
226  convective_precipitation  1991
227  convective_precipitation  1992
228  convective_precipitation  1993
229  convective_precipitation  1994
230  convective_precipitation  1995
231  convective_precipitation  1996
232  convective_precipitation  1997
233  convective_precipitation  1998
234  convective_precipitation  1999
235  convective_precipitation  2000
236  convective_precipitation  2001
237  convective_precipitation  2002
238  convective_precipitation  2003
239  convective_precipitation  2004
240  convective_precipitation  2005
241  convective_precipitation  2006
242  convective_precipitation  2007
243  convective_precipitation  2008
244  convective_precipitation  2009
245  convective_precipitation  2010
246  convective_precipitation  2011
247  convective_precipitation  2012
248  convective_precipitation  2013
249  convective_precipitation  2014
250  convective_precipitation  2015
251  convective_precipitation  2016
252  convective_precipitation  2017
253  convective_precipitation  2018
254  convective_precipitation  2019
255  convective_precipitation  2020
256  convective_precipitation  2021
257  convective_rain_rate  1990
258  convective_rain_rate  1991
259  convective_rain_rate  1992
260  convective_rain_rate  1993
261  convective_rain_rate  1994
262  convective_rain_rate  1995
263  convective_rain_rate  1996
264  convective_rain_rate  1997
265  convective_rain_rate  1998
266  convective_rain_rate  1999
267  convective_rain_rate  2000
268  convective_rain_rate  2001
269  convective_rain_rate  2002
270  convective_rain_rate  2003
271  convective_rain_rate  2004
272  convective_rain_rate  2005
273  convective_rain_rate  2006
274  convective_rain_rate  2007
275  convective_rain_rate  2008
276  convective_rain_rate  2009
277  convective_rain_rate  2010
278  convective_rain_rate  2011
279  convective_rain_rate  2012
280  convective_rain_rate  2013
281  convective_rain_rate  2014
282  convective_rain_rate  2015
283  convective_rain_rate  2016
284  convective_rain_rate  2017
285  convective_rain_rate  2018
286  convective_rain_rate  2019
287  convective_rain_rate  2020
288  convective_rain_rate  2021
289  convective_snowfall  1990
290  convective_snowfall  1991
291  convective_snowfall  1992
292  convective_snowfall  1993
293  convective_snowfall  1994
294  convective_snowfall  1995
295  convective_snowfall  1996
296  convective_snowfall  1997
297  convective_snowfall  1998
298  convective_snowfall  1999
299  convective_snowfall  2000
300  convective_snowfall  2001
301  convective_snowfall  2002
302  convective_snowfall  2003
303  convective_snowfall  2004
304  convective_snowfall  2005
305  convective_snowfall  2006
306  convective_snowfall  2007
307  convective_snowfall  2008
308  convective_snowfall  2009
309  convective_snowfall  2010
310  convective_snowfall  2011
311  convective_snowfall  2012
312  convective_snowfall  2013
313  convective_snowfall  2014
314  convective_snowfall  2015
315  convective_snowfall  2016
316  convective_snowfall  2017
317  convective_snowfall  2018
318  convective_snowfall  2019
319  convective_snowfall  2020
320  convective_snowfall  2021
321  high_cloud_cover  1990
322  high_cloud_cover  1991
323  high_cloud_cover  1992
324  high_cloud_cover  1993
325  high_cloud_cover  1994
326  high_cloud_cover  1995
327  high_cloud_cover  1996
328  high_cloud_cover  1997
329  high_cloud_cover  1998
330  high_cloud_cover  1999
331  high_cloud_cover  2000
332  high_cloud_cover  2001
333  high_cloud_cover  2002
334  high_cloud_cover  2003
335  high_cloud_cover  2004
336  high_cloud_cover  2005
337  high_cloud_cover  2006
338  high_cloud_cover  2007
339  high_cloud_cover  2008
340  high_cloud_cover  2009
341  high_cloud_cover  2010
342  high_cloud_cover  2011
343  high_cloud_cover  2012
344  high_cloud_cover  2013
345  high_cloud_cover  2014
346  high_cloud_cover  2015
347  high_cloud_cover  2016
348  high_cloud_cover  2017
349  high_cloud_cover  2018
350  high_cloud_cover  2019
351  high_cloud_cover  2020
352  high_cloud_cover  2021
353  instantaneous_10m_wind_gust  1990
354  instantaneous_10m_wind_gust  1991
355  instantaneous_10m_wind_gust  1992
356  instantaneous_10m_wind_gust  1993
357  instantaneous_10m_wind_gust  1994
358  instantaneous_10m_wind_gust  1995
359  instantaneous_10m_wind_gust  1996
360  instantaneous_10m_wind_gust  1997
361  instantaneous_10m_wind_gust  1998
362  instantaneous_10m_wind_gust  1999
363  instantaneous_10m_wind_gust  2000
364  instantaneous_10m_wind_gust  2001
365  instantaneous_10m_wind_gust  2002
366  instantaneous_10m_wind_gust  2003
367  instantaneous_10m_wind_gust  2004
368  instantaneous_10m_wind_gust  2005
369  instantaneous_10m_wind_gust  2006
370  instantaneous_10m_wind_gust  2007
371  instantaneous_10m_wind_gust  2008
372  instantaneous_10m_wind_gust  2009
373  instantaneous_10m_wind_gust  2010
374  instantaneous_10m_wind_gust  2011
375  instantaneous_10m_wind_gust  2012
376  instantaneous_10m_wind_gust  2013
377  instantaneous_10m_wind_gust  2014
378  instantaneous_10m_wind_gust  2015
379  instantaneous_10m_wind_gust  2016
380  instantaneous_10m_wind_gust  2017
381  instantaneous_10m_wind_gust  2018
382  instantaneous_10m_wind_gust  2019
383  instantaneous_10m_wind_gust  2020
384  instantaneous_10m_wind_gust  2021
385  k_index  1990
386  k_index  1991
387  k_index  1992
388  k_index  1993
389  k_index  1994
390  k_index  1995
391  k_index  1996
392  k_index  1997
393  k_index  1998
394  k_index  1999
395  k_index  2000
396  k_index  2001
397  k_index  2002
398  k_index  2003
399  k_index  2004
400  k_index  2005
401  k_index  2006
402  k_index  2007
403  k_index  2008
404  k_index  2009
405  k_index  2010
406  k_index  2011
407  k_index  2012
408  k_index  2013
409  k_index  2014
410  k_index  2015
411  k_index  2016
412  k_index  2017
413  k_index  2018
414  k_index  2019
415  k_index  2020
416  k_index  2021
417  land_sea_mask  1990
418  land_sea_mask  1991
419  land_sea_mask  1992
420  land_sea_mask  1993
421  land_sea_mask  1994
422  land_sea_mask  1995
423  land_sea_mask  1996
424  land_sea_mask  1997
425  land_sea_mask  1998
426  land_sea_mask  1999
427  land_sea_mask  2000
428  land_sea_mask  2001
429  land_sea_mask  2002
430  land_sea_mask  2003
431  land_sea_mask  2004
432  land_sea_mask  2005
433  land_sea_mask  2006
434  land_sea_mask  2007
435  land_sea_mask  2008
436  land_sea_mask  2009
437  land_sea_mask  2010
438  land_sea_mask  2011
439  land_sea_mask  2012
440  land_sea_mask  2013
441  land_sea_mask  2014
442  land_sea_mask  2015
443  land_sea_mask  2016
444  land_sea_mask  2017
445  land_sea_mask  2018
446  land_sea_mask  2019
447  land_sea_mask  2020
448  land_sea_mask  2021
449  large_scale_precipitation  1990
450  large_scale_precipitation  1991
451  large_scale_precipitation  1992
452  large_scale_precipitation  1993
453  large_scale_precipitation  1994
454  large_scale_precipitation  1995
455  large_scale_precipitation  1996
456  large_scale_precipitation  1997
457  large_scale_precipitation  1998
458  large_scale_precipitation  1999
459  large_scale_precipitation  2000
460  large_scale_precipitation  2001
461  large_scale_precipitation  2002
462  large_scale_precipitation  2003
463  large_scale_precipitation  2004
464  large_scale_precipitation  2005
465  large_scale_precipitation  2006
466  large_scale_precipitation  2007
467  large_scale_precipitation  2008
468  large_scale_precipitation  2009
469  large_scale_precipitation  2010
470  large_scale_precipitation  2011
471  large_scale_precipitation  2012
472  large_scale_precipitation  2013
473  large_scale_precipitation  2014
474  large_scale_precipitation  2015
475  large_scale_precipitation  2016
476  large_scale_precipitation  2017
477  large_scale_precipitation  2018
478  large_scale_precipitation  2019
479  large_scale_precipitation  2020
480  large_scale_precipitation  2021
481  large_scale_snowfall  1990
482  large_scale_snowfall  1991
483  large_scale_snowfall  1992
484  large_scale_snowfall  1993
485  large_scale_snowfall  1994
486  large_scale_snowfall  1995
487  large_scale_snowfall  1996
488  large_scale_snowfall  1997
489  large_scale_snowfall  1998
490  large_scale_snowfall  1999
491  large_scale_snowfall  2000
492  large_scale_snowfall  2001
493  large_scale_snowfall  2002
494  large_scale_snowfall  2003
495  large_scale_snowfall  2004
496  large_scale_snowfall  2005
497  large_scale_snowfall  2006
498  large_scale_snowfall  2007
499  large_scale_snowfall  2008
500  large_scale_snowfall  2009
501  large_scale_snowfall  2010
502  large_scale_snowfall  2011
503  large_scale_snowfall  2012
504  large_scale_snowfall  2013
505  large_scale_snowfall  2014
506  large_scale_snowfall  2015
507  large_scale_snowfall  2016
508  large_scale_snowfall  2017
509  large_scale_snowfall  2018
510  large_scale_snowfall  2019
511  large_scale_snowfall  2020
512  large_scale_snowfall  2021
513  mean_large_scale_precipitation_rate  1990
514  mean_large_scale_precipitation_rate  1991
515  mean_large_scale_precipitation_rate  1992
516  mean_large_scale_precipitation_rate  1993
517  mean_large_scale_precipitation_rate  1994
518  mean_large_scale_precipitation_rate  1995
519  mean_large_scale_precipitation_rate  1996
520  mean_large_scale_precipitation_rate  1997
521  mean_large_scale_precipitation_rate  1998
522  mean_large_scale_precipitation_rate  1999
523  mean_large_scale_precipitation_rate  2000
524  mean_large_scale_precipitation_rate  2001
525  mean_large_scale_precipitation_rate  2002
526  mean_large_scale_precipitation_rate  2003
527  mean_large_scale_precipitation_rate  2004
528  mean_large_scale_precipitation_rate  2005
529  mean_large_scale_precipitation_rate  2006
530  mean_large_scale_precipitation_rate  2007
531  mean_large_scale_precipitation_rate  2008
532  mean_large_scale_precipitation_rate  2009
533  mean_large_scale_precipitation_rate  2010
534  mean_large_scale_precipitation_rate  2011
535  mean_large_scale_precipitation_rate  2012
536  mean_large_scale_precipitation_rate  2013
537  mean_large_scale_precipitation_rate  2014
538  mean_large_scale_precipitation_rate  2015
539  mean_large_scale_precipitation_rate  2016
540  mean_large_scale_precipitation_rate  2017
541  mean_large_scale_precipitation_rate  2018
542  mean_large_scale_precipitation_rate  2019
543  mean_large_scale_precipitation_rate  2020
544  mean_large_scale_precipitation_rate  2021
545  mean_top_net_long_wave_radiation_flux  1990
546  mean_top_net_long_wave_radiation_flux  1991
547  mean_top_net_long_wave_radiation_flux  1992
548  mean_top_net_long_wave_radiation_flux  1993
549  mean_top_net_long_wave_radiation_flux  1994
550  mean_top_net_long_wave_radiation_flux  1995
551  mean_top_net_long_wave_radiation_flux  1996
552  mean_top_net_long_wave_radiation_flux  1997
553  mean_top_net_long_wave_radiation_flux  1998
554  mean_top_net_long_wave_radiation_flux  1999
555  mean_top_net_long_wave_radiation_flux  2000
556  mean_top_net_long_wave_radiation_flux  2001
557  mean_top_net_long_wave_radiation_flux  2002
558  mean_top_net_long_wave_radiation_flux  2003
559  mean_top_net_long_wave_radiation_flux  2004
560  mean_top_net_long_wave_radiation_flux  2005
561  mean_top_net_long_wave_radiation_flux  2006
562  mean_top_net_long_wave_radiation_flux  2007
563  mean_top_net_long_wave_radiation_flux  2008
564  mean_top_net_long_wave_radiation_flux  2009
565  mean_top_net_long_wave_radiation_flux  2010
566  mean_top_net_long_wave_radiation_flux  2011
567  mean_top_net_long_wave_radiation_flux  2012
568  mean_top_net_long_wave_radiation_flux  2013
569  mean_top_net_long_wave_radiation_flux  2014
570  mean_top_net_long_wave_radiation_flux  2015
571  mean_top_net_long_wave_radiation_flux  2016
572  mean_top_net_long_wave_radiation_flux  2017
573  mean_top_net_long_wave_radiation_flux  2018
574  mean_top_net_long_wave_radiation_flux  2019
575  mean_top_net_long_wave_radiation_flux  2020
576  mean_top_net_long_wave_radiation_flux  2021
577  mean_top_net_short_wave_radiation_flux  1990
578  mean_top_net_short_wave_radiation_flux  1991
579  mean_top_net_short_wave_radiation_flux  1992
580  mean_top_net_short_wave_radiation_flux  1993
581  mean_top_net_short_wave_radiation_flux  1994
582  mean_top_net_short_wave_radiation_flux  1995
583  mean_top_net_short_wave_radiation_flux  1996
584  mean_top_net_short_wave_radiation_flux  1997
585  mean_top_net_short_wave_radiation_flux  1998
586  mean_top_net_short_wave_radiation_flux  1999
587  mean_top_net_short_wave_radiation_flux  2000
588  mean_top_net_short_wave_radiation_flux  2001
589  mean_top_net_short_wave_radiation_flux  2002
590  mean_top_net_short_wave_radiation_flux  2003
591  mean_top_net_short_wave_radiation_flux  2004
592  mean_top_net_short_wave_radiation_flux  2005
593  mean_top_net_short_wave_radiation_flux  2006
594  mean_top_net_short_wave_radiation_flux  2007
595  mean_top_net_short_wave_radiation_flux  2008
596  mean_top_net_short_wave_radiation_flux  2009
597  mean_top_net_short_wave_radiation_flux  2010
598  mean_top_net_short_wave_radiation_flux  2011
599  mean_top_net_short_wave_radiation_flux  2012
600  mean_top_net_short_wave_radiation_flux  2013
601  mean_top_net_short_wave_radiation_flux  2014
602  mean_top_net_short_wave_radiation_flux  2015
603  mean_top_net_short_wave_radiation_flux  2016
604  mean_top_net_short_wave_radiation_flux  2017
605  mean_top_net_short_wave_radiation_flux  2018
606  mean_top_net_short_wave_radiation_flux  2019
607  mean_top_net_short_wave_radiation_flux  2020
608  mean_top_net_short_wave_radiation_flux  2021
609  mean_total_precipitation_rate  1990
610  mean_total_precipitation_rate  1991
611  mean_total_precipitation_rate  1992
612  mean_total_precipitation_rate  1993
613  mean_total_precipitation_rate  1994
614  mean_total_precipitation_rate  1995
615  mean_total_precipitation_rate  1996
616  mean_total_precipitation_rate  1997
617  mean_total_precipitation_rate  1998
618  mean_total_precipitation_rate  1999
619  mean_total_precipitation_rate  2000
620  mean_total_precipitation_rate  2001
621  mean_total_precipitation_rate  2002
622  mean_total_precipitation_rate  2003
623  mean_total_precipitation_rate  2004
624  mean_total_precipitation_rate  2005
625  mean_total_precipitation_rate  2006
626  mean_total_precipitation_rate  2007
627  mean_total_precipitation_rate  2008
628  mean_total_precipitation_rate  2009
629  mean_total_precipitation_rate  2010
630  mean_total_precipitation_rate  2011
631  mean_total_precipitation_rate  2012
632  mean_total_precipitation_rate  2013
633  mean_total_precipitation_rate  2014
634  mean_total_precipitation_rate  2015
635  mean_total_precipitation_rate  2016
636  mean_total_precipitation_rate  2017
637  mean_total_precipitation_rate  2018
638  mean_total_precipitation_rate  2019
639  mean_total_precipitation_rate  2020
640  mean_total_precipitation_rate  2021
641  mean_sea_level_pressure  1990
642  mean_sea_level_pressure  1991
643  mean_sea_level_pressure  1992
644  mean_sea_level_pressure  1993
645  mean_sea_level_pressure  1994
646  mean_sea_level_pressure  1995
647  mean_sea_level_pressure  1996
648  mean_sea_level_pressure  1997
649  mean_sea_level_pressure  1998
650  mean_sea_level_pressure  1999
651  mean_sea_level_pressure  2000
652  mean_sea_level_pressure  2001
653  mean_sea_level_pressure  2002
654  mean_sea_level_pressure  2003
655  mean_sea_level_pressure  2004
656  mean_sea_level_pressure  2005
657  mean_sea_level_pressure  2006
658  mean_sea_level_pressure  2007
659  mean_sea_level_pressure  2008
660  mean_sea_level_pressure  2009
661  mean_sea_level_pressure  2010
662  mean_sea_level_pressure  2011
663  mean_sea_level_pressure  2012
664  mean_sea_level_pressure  2013
665  mean_sea_level_pressure  2014
666  mean_sea_level_pressure  2015
667  mean_sea_level_pressure  2016
668  mean_sea_level_pressure  2017
669  mean_sea_level_pressure  2018
670  mean_sea_level_pressure  2019
671  mean_sea_level_pressure  2020
672  mean_sea_level_pressure  2021
673  mean_surface_latent_heat_flux  1990
674  mean_surface_latent_heat_flux  1991
675  mean_surface_latent_heat_flux  1992
676  mean_surface_latent_heat_flux  1993
677  mean_surface_latent_heat_flux  1994
678  mean_surface_latent_heat_flux  1995
679  mean_surface_latent_heat_flux  1996
680  mean_surface_latent_heat_flux  1997
681  mean_surface_latent_heat_flux  1998
682  mean_surface_latent_heat_flux  1999
683  mean_surface_latent_heat_flux  2000
684  mean_surface_latent_heat_flux  2001
685  mean_surface_latent_heat_flux  2002
686  mean_surface_latent_heat_flux  2003
687  mean_surface_latent_heat_flux  2004
688  mean_surface_latent_heat_flux  2005
689  mean_surface_latent_heat_flux  2006
690  mean_surface_latent_heat_flux  2007
691  mean_surface_latent_heat_flux  2008
692  mean_surface_latent_heat_flux  2009
693  mean_surface_latent_heat_flux  2010
694  mean_surface_latent_heat_flux  2011
695  mean_surface_latent_heat_flux  2012
696  mean_surface_latent_heat_flux  2013
697  mean_surface_latent_heat_flux  2014
698  mean_surface_latent_heat_flux  2015
699  mean_surface_latent_heat_flux  2016
700  mean_surface_latent_heat_flux  2017
701  mean_surface_latent_heat_flux  2018
702  mean_surface_latent_heat_flux  2019
703  mean_surface_latent_heat_flux  2020
704  mean_surface_latent_heat_flux  2021
705  mean_surface_net_long_wave_radiation_flux  1990
706  mean_surface_net_long_wave_radiation_flux  1991
707  mean_surface_net_long_wave_radiation_flux  1992
708  mean_surface_net_long_wave_radiation_flux  1993
709  mean_surface_net_long_wave_radiation_flux  1994
710  mean_surface_net_long_wave_radiation_flux  1995
711  mean_surface_net_long_wave_radiation_flux  1996
712  mean_surface_net_long_wave_radiation_flux  1997
713  mean_surface_net_long_wave_radiation_flux  1998
714  mean_surface_net_long_wave_radiation_flux  1999
715  mean_surface_net_long_wave_radiation_flux  2000
716  mean_surface_net_long_wave_radiation_flux  2001
717  mean_surface_net_long_wave_radiation_flux  2002
718  mean_surface_net_long_wave_radiation_flux  2003
719  mean_surface_net_long_wave_radiation_flux  2004
720  mean_surface_net_long_wave_radiation_flux  2005
721  mean_surface_net_long_wave_radiation_flux  2006
722  mean_surface_net_long_wave_radiation_flux  2007
723  mean_surface_net_long_wave_radiation_flux  2008
724  mean_surface_net_long_wave_radiation_flux  2009
725  mean_surface_net_long_wave_radiation_flux  2010
726  mean_surface_net_long_wave_radiation_flux  2011
727  mean_surface_net_long_wave_radiation_flux  2012
728  mean_surface_net_long_wave_radiation_flux  2013
729  mean_surface_net_long_wave_radiation_flux  2014
730  mean_surface_net_long_wave_radiation_flux  2015
731  mean_surface_net_long_wave_radiation_flux  2016
732  mean_surface_net_long_wave_radiation_flux  2017
733  mean_surface_net_long_wave_radiation_flux  2018
734  mean_surface_net_long_wave_radiation_flux  2019
735  mean_surface_net_long_wave_radiation_flux  2020
736  mean_surface_net_long_wave_radiation_flux  2021
737  mean_surface_net_short_wave_radiation_flux  1990
738  mean_surface_net_short_wave_radiation_flux  1991
739  mean_surface_net_short_wave_radiation_flux  1992
740  mean_surface_net_short_wave_radiation_flux  1993
741  mean_surface_net_short_wave_radiation_flux  1994
742  mean_surface_net_short_wave_radiation_flux  1995
743  mean_surface_net_short_wave_radiation_flux  1996
744  mean_surface_net_short_wave_radiation_flux  1997
745  mean_surface_net_short_wave_radiation_flux  1998
746  mean_surface_net_short_wave_radiation_flux  1999
747  mean_surface_net_short_wave_radiation_flux  2000
748  mean_surface_net_short_wave_radiation_flux  2001
749  mean_surface_net_short_wave_radiation_flux  2002
750  mean_surface_net_short_wave_radiation_flux  2003
751  mean_surface_net_short_wave_radiation_flux  2004
752  mean_surface_net_short_wave_radiation_flux  2005
753  mean_surface_net_short_wave_radiation_flux  2006
754  mean_surface_net_short_wave_radiation_flux  2007
755  mean_surface_net_short_wave_radiation_flux  2008
756  mean_surface_net_short_wave_radiation_flux  2009
757  mean_surface_net_short_wave_radiation_flux  2010
758  mean_surface_net_short_wave_radiation_flux  2011
759  mean_surface_net_short_wave_radiation_flux  2012
760  mean_surface_net_short_wave_radiation_flux  2013
761  mean_surface_net_short_wave_radiation_flux  2014
762  mean_surface_net_short_wave_radiation_flux  2015
763  mean_surface_net_short_wave_radiation_flux  2016
764  mean_surface_net_short_wave_radiation_flux  2017
765  mean_surface_net_short_wave_radiation_flux  2018
766  mean_surface_net_short_wave_radiation_flux  2019
767  mean_surface_net_short_wave_radiation_flux  2020
768  mean_surface_net_short_wave_radiation_flux  2021
769  mean_vertically_integrated_moisture_divergence  1990
770  mean_vertically_integrated_moisture_divergence  1991
771  mean_vertically_integrated_moisture_divergence  1992
772  mean_vertically_integrated_moisture_divergence  1993
773  mean_vertically_integrated_moisture_divergence  1994
774  mean_vertically_integrated_moisture_divergence  1995
775  mean_vertically_integrated_moisture_divergence  1996
776  mean_vertically_integrated_moisture_divergence  1997
777  mean_vertically_integrated_moisture_divergence  1998
778  mean_vertically_integrated_moisture_divergence  1999
779  mean_vertically_integrated_moisture_divergence  2000
780  mean_vertically_integrated_moisture_divergence  2001
781  mean_vertically_integrated_moisture_divergence  2002
782  mean_vertically_integrated_moisture_divergence  2003
783  mean_vertically_integrated_moisture_divergence  2004
784  mean_vertically_integrated_moisture_divergence  2005
785  mean_vertically_integrated_moisture_divergence  2006
786  mean_vertically_integrated_moisture_divergence  2007
787  mean_vertically_integrated_moisture_divergence  2008
788  mean_vertically_integrated_moisture_divergence  2009
789  mean_vertically_integrated_moisture_divergence  2010
790  mean_vertically_integrated_moisture_divergence  2011
791  mean_vertically_integrated_moisture_divergence  2012
792  mean_vertically_integrated_moisture_divergence  2013
793  mean_vertically_integrated_moisture_divergence  2014
794  mean_vertically_integrated_moisture_divergence  2015
795  mean_vertically_integrated_moisture_divergence  2016
796  mean_vertically_integrated_moisture_divergence  2017
797  mean_vertically_integrated_moisture_divergence  2018
798  mean_vertically_integrated_moisture_divergence  2019
799  mean_vertically_integrated_moisture_divergence  2020
800  mean_vertically_integrated_moisture_divergence  2021
801  surface_pressure  1990
802  surface_pressure  1991
803  surface_pressure  1992
804  surface_pressure  1993
805  surface_pressure  1994
806  surface_pressure  1995
807  surface_pressure  1996
808  surface_pressure  1997
809  surface_pressure  1998
810  surface_pressure  1999
811  surface_pressure  2000
812  surface_pressure  2001
813  surface_pressure  2002
814  surface_pressure  2003
815  surface_pressure  2004
816  surface_pressure  2005
817  surface_pressure  2006
